NUMBER,Genus,SPECIES,SUBSPECIES,MORPHOTYPE,HERBARIUM,COLLECTOR,COLNUMBER,COUNTRY,LATITUDE,DLATITUDE,LONGITUDE,DLONGITUDE,ELEVATION,PLHEIGHT,STEMHEIGHT,STEMDIAMETER,INTERNODE,LEAFNUMBER,SHEATH,PETIOLE,RACHISLEN,RACHISWID,NODIVISIONS,BASPINLEN,BASPINWID,BASPINANG,APINLEN,APINWID,APINANG,ORDERS,PROPHYLL,PEDBRACT,DISTANCE,PEDUNCLELEN,PEDUNCLEWID,NORACHILLAE,RACHILLLEN,RACHILLWID,FRUITLEN,FRUITDIAM,STEMBRANCH,INTERNOD,INTERCOLOR,LEAFDIVI,PLICATE,BLADEBASE,PETCOLOR,VEINADAX,VENATION,INFLOBRAN,BRACTS,PROPHYLLS,PROSURFACE,RIDGED,PEDUNCBRACT,RACHSURFACE,RACHRUGOS,RACHNARROW,PITARRANG,PITINSIDE,PROXLIP,PROXRECURV,HOOD,LIPCOLOR,LIPSCUPUL,DISTALIP,PETALS,STAMFLS,STAMENNO,CONNECT,ANTHERS,GYNO,PISTFLS,STAMTUBES,STAMTUBPER,STIPITATE,CONICAL,SPLITTING,SPINY,BUMPY,OPERC,SCULPT,PORES
398,Geonoma,camana,,,FTG,"Roncal, J.",126,Peru,3.15,-3.25,72.54,-72.9,130,,0.6,,,12,,,,4.7,38,36,0.8,52,20.5,2,45,0,,,,,4.7,1,34,6.6,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Geonoma,camana,,,MO,"Rudas, A.",3531,Colombia,3.42,-3.7,70.15,-70.25,120,3,,,,,,,,8.2,,,,,,12.1,46,0,,,,,4.8,1,,8.1,,,,,,,1,1,2,2,2,1,,,,,,2,1,2,,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,
295,Geonoma,camana,,,MO,"Rudas, A.",5798,Colombia,3.02,-3.03,70,-70,100,2.5,,,,,,,,9.1,,,1.7,43,24.4,9.5,40,0,,,,,4,1,,6.3,,,,,,,1,1,2,2,2,1,,,,,,2,1,2,,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,
46,Geonoma,camana,,,NY,"Silveira, M.",1253,Brazil,7.28,-7.46,73.37,-73.61,,2,,,,,17,73,,,,,,,23,13.2,40,0,6,,4,41,4,1,27.4,6.3,10.7,6.6,,,,,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,1,1
41,Geonoma,camana,,,NY,"Torres, J.",3152,Colombia,0.37,-0.63,72.15,-72.25,,,0.7,,,8,,95,119,,10,,,,25.1,13.5,36,0,,,,42,3.5,1,20,6.4,,,1,,,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
293,Geonoma,camana,,,MO,"Vásquez, R. ",4555,Peru,2.55,-2.91,76.25,-76.41,180,1,,,,,,,63.5,3.6,26,,0.3,,8.7,2,47,0,,,,,2.1,1,14.7,3.9,,,,,,2,1,1,2,2,2,1,,,,,,2,1,2,,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,
436,Geonoma,camana,,,NY,"Vásquez, R. ",4719,Peru,5.05,-5.08,73.5,-73.83,180,4,,,,,,,56,4.1,3,,14,30,,19.5,45,0,,,,,4.4,1,26.5,6.3,,,,,,2,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,,,,,,,,,,,,
282,Geonoma,camana,,,MO,"Vásquez, R. ",6142,Peru,3.55,-3.91,73.35,-73.58,150,2.5,,,,,17,89,88.5,5.1,27,,0.8,,,8,,0,14,,,57.5,3.7,1,13.5,5.6,,,,,,2,1,1,2,2,2,1,,,,,,2,1,2,,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,
287,Geonoma,camana,,,MO,"Vásquez, R. ",7811,Peru,3.35,-3.58,73.15,-73.25,106,2,,,,,,,,6.9,,,1,30,,,,0,,,,,,1,,,,,,,,,1,1,2,2,2,1,,,,,,2,1,2,,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,
286,Geonoma,camana,,,MO,"Vásquez, R. ",11080,Peru,3.3,-3.5,72.5,-72.83,106,2.5,,,,,,,,9.4,,,1.5,52,,11.5,48,0,,,,,5.2,1,,6,11,6.6,,,,,1,1,2,2,2,1,,,,,,2,1,2,,2,1,1,2,1,1,2,2,,,,,,,,,2,2,1,2,2,2,,
292,Geonoma,camana,,,MO,"Vásquez, R. ",11143,Peru,3.45,-3.75,72.55,-72.91,110,2,,,,,,,,8.2,,,3.7,39,27,25.5,,0,,,,,5,1,31.5,6.7,,,,,,,1,1,2,2,2,1,,,,,,2,1,2,,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,
284,Geonoma,camana,,,MO,"Vásquez, R. ",16011,Peru,3.2,-3.33,72.55,-72.91,140,1.2,,,,,,,,7.3,27,34,0.5,60,,,,0,,,,,4.6,1,29,6.2,10.6,6.7,,,,2,1,1,2,2,2,1,,,,,,2,1,2,,2,1,1,2,1,1,2,2,,,,,,,,,2,2,1,2,2,2,,
288,Geonoma,camana,,,MO,"Vásquez, R. ",17303,Peru,4.1,-4.16,73.3,-73.5,165,2.5,,,,,,,,6.8,,,0.6,72,26,5.5,41,0,,,,,3.4,1,28,5.4,,,,,,,1,1,2,2,2,1,,,,,,2,1,2,,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,
19,Geonoma,camana,,,MO,"Vásquez, R. ",18428,Peru,4.33,-4.55,78.1,-78.16,350,,,1.74,0.5,,7,31.5,65,3.5,4,,7,47,,21.7,,0,,,,48,2.9,1,,5.6,,,,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
49,Geonoma,camana,,,NY,"Vásquez, R. ",18758,Peru,4.55,-4.91,78.19,-78.31,320,,,,,,,,68.5,4.9,3,37.4,16.4,36,,22.5,47,0,,,,,4.5,1,,7.3,12.7,8.9,,,,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
10,Geonoma,camana,,,MO,"Vásquez, R. ",23068,Peru,4.07,-4.11,72.55,-72.91,116,,,,,,,,,,,,0.5,70,20,4,46,0,,,,,3.5,1,,6.2,,,,,,,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,2,2,1,2,2,2,,
323,Geonoma,camana,,,AAU,"Vormisto, J.",527,Peru,4.14,-4.23,73.28,-73.46,125,,0.5,,,,,113,,5.2,4,31,9.5,50,,19.7,,,,,,,,,,,,,,,,2,1,1,2,2,2,,,,,,,2,1,2,,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,
321,Geonoma,camana,,,AAU,"Vormisto, J.",557,Peru,3.26,-3.43,72.3,-72.5,125,2.5,,,,,24,47,,,,,,,19,11.2,40,0,,,3.4,100,5.8,1,33,7.8,,,,,,,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,2,2,,,,,,,,
322,Geonoma,camana,,,AAU,"Vormisto, J.",720,Peru,3.43,-3.71,76.26,-76.43,130,,0.5,,,,,35,,5.5,31,27.5,1,52,15.5,12.2,48,0,,,,,2.9,1,,5.7,,,,,,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,2,2,,,,,,,,
276,Geonoma,camana,,x macrostach,NY,"Balick, M.",1131,Peru,3.05,-3.08,71.55,-71.91,,1.5,,1.58,0.4,,,,31,2.4,1,,,,,,50,0,,,,,2.1,1,10,3.4,,,,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
104,Geonoma,camana,,x macrostach,NY,"Ferreira, E.",125,Brazil,8.55,-8.91,72.31,-72.51,,0.7,,,,9,,,38.5,3.8,2,29.1,5.5,40,20.6,23.7,30,0,6,14.4,0.6,21,2.7,1,8,4.4,,,,,,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,,,2,3,2,,,2,,,,,,,,,
99,Geonoma,camana,,x macrostach,NY,"Ferreira, E.",136,Brazil,8.58,-8.96,72.43,-72.71,,1.1,,,,7,,,43.5,4.9,1,,,19,21.5,,29,0,10.2,,,35.5,3,1,9.5,5.1,,,,,,1,1,1,2,2,2,1,,,,,,2,1,2,,2,1,1,2,1,1,2,2,,,,,,,,,,,,,,,,
102,Geonoma,camana,,x macrostach,NY,"Ferreira, E.",163,Brazil,9.12,-9.2,72.14,-72.23,,,,,,10,,16.5,42,3.7,6,26.5,5.5,40,21.7,11,23,0,,,0.3,54,2.3,1,8,5.7,,,1,,,2,1,1,2,2,2,1,,,,,,2,1,2,,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,
103,Geonoma,camana,,x macrostach,NY,"Ferreira, E.",165,Brazil,9.12,-9.2,72.14,-72.23,,,,,,9,,,68,,1,,,,,,,0,,,,,3.1,1,12.2,5.6,,,1,,1,1,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,,2,3,2,,,2,,,,,,,,,
241,Geonoma,camana,,x macrostach,NY,"Pardini, R.",45,Brazil,6.35,-6.58,68.54,-68.9,,,,,,9,,62,59,3.8,8,24,0.7,72,,4.6,42,0,,,,,3,1,21.3,5.7,,,2,,,2,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,,2,3,2,,,2,,,,,,,,,
39,Geonoma,chlamydostachys,,,NY,"Alverson, W.",92,Colombia,7.18,7.3,75.04,-75.06,550,1,,,,,,,43,2.8,3,,9.3,43,12.5,11.2,45,0,,,,,3.3,1,,6.8,,,,,,2,1,1,2,2,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,,2,4,2,,,2,,,,,,,,,
171,Geonoma,chlamydostachys,,,COL,"Callejas, R.",8560,Colombia,6.05,6.08,74.52,-74.86,900,,,,,,,,57,6,6,36,14,23,23,13.7,32,0,9,28.5,0.5,46,3.7,1,15.5,5.9,,,1,,,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,,2,,2,,,,,,,,
100,Geonoma,chlamydostachys,,,MO,"Cogollo, A.",3763,Colombia,5.53,5.88,74.56,-74.93,850,,0.6,,,,,,,,,41,17,29,16.3,14.5,35,0,7.4,25,,43.5,3.3,1,17.2,5.1,,,1,,,,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,,2,,,,,,,,
172,Geonoma,chlamydostachys,,,COL,"Fonnegra, R.",4057,Colombia,5.49,5.83,74.55,-74.93,1275,,2.5,,,,,,,3.4,9,36,17,25,18,12.5,37,0,7.3,33.5,0.5,41.5,3.1,1,16,5.4,,,,,,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,,,,,,,2,,2,,,,,,,,
192,Geonoma,chlamydostachys,,,MO,"Fonnegra, R.",4756,Colombia,6.55,6.91,74.55,-74.91,1175,,,,,,,,42,3.3,3,,,,,,,0,8.2,26.1,0.9,36.2,3.2,1,17.5,5.5,,,,,,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,
173,Geonoma,chlamydostachys,,,COL,"Lozano, G.",7273,Colombia,5.33,5.66,74.18,-74.3,1450,1.5,,,,,,,,5,,22,1.8,39,,,,0,,,,,2.6,1,,4.8,12.3,9.2,,,,2,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,,,,,,,,,,2,2,1,2,2,2,1,2
99,Geonoma,chlamydostachys,,,MO,"Ramírez, J. ",1196,Colombia,6,6,74.45,-74.75,575,,1,,,,19,8,,,,,10.6,29,16.5,9.7,37,0,7.5,26.5,,,,1,,,,,,,,,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,,2,4,2,,,2,,,,,,,,,
98,Geonoma,chlamydostachys,,,MO,"Ramírez, J. ",1361,Colombia,6,6,74.45,-74.75,640,1.5,,,,,,,,5,3,,10.2,34,15.2,8.4,41,0,5,25,0.4,49,3.2,1,14.5,6.4,,,,,,2,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,,2,4,2,,,2,,,,,,,,,
114,Geonoma,chlamydostachys,,,MO,"Renteria, E.",2746,Colombia,5.49,5.81,75.36,-75.6,600,3,,,,,,,36.5,4.6,3,,12.5,34,18,,39,0,,,,,3.8,1,26.4,7.1,,,,,,2,1,1,2,2,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,,2,4,2,2,2,2,2,,,,,,,,
102,Geonoma,chococola,awaensis,,MO,"Aulestia, C.",322,Ecuador,1.08,1.13,78.33,-78.55,200,2,,,,,,,,,,,,,28.7,29.5,23,,,,,,,,,,19.7,17.5,,,,,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,1,2
55,Geonoma,chococola,awaensis,,AAU,"Aulestia, M.",1005,Ecuador,1.08,1.13,78.36,-78.6,500,3,,,,,23,26,111,6.9,1,,,26,29.5,,,1,,,2.2,55,4.3,,,5.8,17.4,16,,,,1,1,1,2,1,2,2,1,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,1,2,2,,
63,Geonoma,chococola,awaensis,,NY,"Beck, H.",1769,Ecuador,1.15,1.25,78.4,-78.66,200,3,,,,21,,,81,5.2,2,48,10,24,25.5,28.3,30,1,,,,,6.1,3,20.5,6.7,18.3,15.4,,,,2,1,1,2,1,2,2,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,4,2,2,2,2,2,2,2,2,1,2,2,,
65,Geonoma,chococola,awaensis,,NY,"Beck, H.",2176,Ecuador,1.15,1.25,78.4,-78.66,216,4,,3.54,3.7,,,,,,,,,,,33,,1,,,,,7.2,3,16.5,6.3,,,,2,1,,1,,,1,,2,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,,,,,,,,
62,Geonoma,chococola,awaensis,,NY,"Beck, H.",2271,Ecuador,1,1,78.33,-78.55,340,3.5,,,,12,,,,7.1,,49.8,6.3,31,39.5,23.6,23,1,,,,,6.4,4,19,6,20.5,17.8,,,,,1,1,2,1,2,2,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,1,2,2,,
57,Geonoma,chococola,awaensis,,AAU,"Cornejo, X.",6359,Ecuador,0.48,0.8,78.44,-78.73,200,3,,,,,,,,5.9,,37.5,6.5,30,28.5,32.5,25,1,,,,,5.7,4,18.5,6.5,19.1,16.7,,,,,1,1,2,1,2,2,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,1,2,2,,
56,Geonoma,chococola,awaensis,,AAU,"Rubio, D.",1258,Ecuador,1.02,1.03,78.26,-78.43,250,4,,,,,,,,6.9,,44,4.5,36,,,,1,,,,,5,2,,6.9,18.5,16.9,,,,,1,1,2,1,2,2,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,1,2,2,,
101,Geonoma,chococola,awaensis,,MO,"Valenzuela, J.",407,Ecuador,1.02,1.03,78.36,-78.6,300,3,,,,,,,,,,,,,21.7,20.5,30,,,,,,,,,7.1,24.9,17.4,,,,,1,1,2,1,2,,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,1,2,2,,
187,Geonoma,chococola,chococola,,BH,"Anderson, A.",26,Colombia,3.59,3.99,76.58,-76.97,,,1,,,8,15,52,107,5.3,1,,,23,,,,0,,,3,97,6,1,28,12.1,,,1,,,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,4,2,,,,,,,,,,,,
40,Geonoma,chococola,chococola,,NY,"Bernal, R.",1074,Colombia,5.43,5.73,76.37,-76.63,150,,1.5,,,9,20,35,129,8.4,7,30,5.8,32,27.1,22.3,35,0,,,2,100,7.4,1,26.5,9.1,15.3,13.4,1,,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,1,2,2,,
175,Geonoma,chococola,chococola,,COL,"Bernal, R.",1080,Colombia,5.45,5.75,76.31,-76.53,150,,1.5,,,7,,,93,6.9,5,43,12,38,28.7,22.5,32,0,,,,,7.9,1,47,11,,,1,,,2,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,
176,Geonoma,chococola,chococola,,COL,"Bernal, R.",1456,Colombia,4.09,4.15,77.04,-77.06,80,,3,,,,,,137,7.3,7,50,11,25,29.4,35,32,0,23.7,38.5,2.2,88.5,6.5,1,30.5,11.5,,,,,,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,4,2,,2,,,,,,,,,,
179,Geonoma,chococola,chococola,,COL,"Bernal, R.",1777,Colombia,3.22,3.37,77.07,-77.13,,,2,,,10,,,134,8.3,3,,12.7,31,40.5,22.7,25,0,49.5,83,1.7,46,8.6,1,33,13.3,23,15.6,2,,,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,,2,,2,2,2,2,1,2,2,,
107,Geonoma,chococola,chococola,,MO,"Croat, T.",62795,Colombia,3.46,3.76,76.42,-76.7,500,,,,,,,,,,,,,,,,,0,,,,,5.7,1,,12.1,17.5,15.4,,,,,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,1,2,2,,
112,Geonoma,chococola,chococola,,MO,"Croat, T.",69293,Colombia,3.56,3.93,77.01,-77.01,65,2.2,,,,,,,,6.5,,,,20,,,,0,,,,,4.9,1,,9.9,18.9,17,,,,,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,1,2,2,,
105,Geonoma,chococola,chococola,,MO,"Croat, T.",70171,Colombia,4.04,4.06,77.09,-77.15,100,3.5,,,,,,,,7.7,,,,,28,22,32,0,,,,,6.4,1,,8.7,17.6,15.3,,,,,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,1,2,2,,
113,Geonoma,chococola,chococola,,MO,"Devia, W.",2718,Colombia,3.27,3.45,77.1,-77.16,40,,,,,,,,,,,,,,,,,0,,,,,,1,,13.2,,,,,,,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,,,,,,,,
109,Geonoma,chococola,chococola,,MO,"Faber-Langendoen, D. ",474,Colombia,3.5,3.83,77,-77,50,,,,,,,,,,,,,,28,26.5,25,0,,,,,8.4,1,,12.8,20.1,17.6,,,,,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,1,2,2,,
43,Geonoma,chococola,chococola,,BH,"Fuchs, H.",21987,Colombia,5,5,77.15,-77.25,,,,,,,,,116.5,5.9,1,,,17,31,,40,0,,,,,6.4,1,40,9.6,16.4,11.3,,,,1,1,1,2,1,2,1,1,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,1,2,2,,
138,Geonoma,chococola,chococola,,U,"Fuchs, H.",21994,Colombia,5,5,77.15,-77.25,,,1.5,,,,,15.3,110.5,9.3,1,,,19,,,28,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,2,1,2,2,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,
178,Geonoma,chococola,chococola,,COL,"Galeano, G.",427,Colombia,5.45,5.75,76.31,-76.53,150,,2.5,,,8,,,136,7.6,7,54,11.5,31,31,29.2,35,0,,,1.5,74.5,6.6,1,36,9.4,17.7,14.3,1,,,2,1,1,2,1,2,1,1,,,,1,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,,,,,2,2,2,1,2,2,,
174,Geonoma,chococola,chococola,,NY,"Galeano, G.",1336,Colombia,5.25,5.41,76.46,-76.76,60,,,,,12,8,61,80,4.6,1,,,24,24.5,,33,0,31.7,,2.7,143,3.9,1,22,8.1,,,1,,,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,,,2,4,2,,,,,,,,,,,,
42,Geonoma,chococola,chococola,,NY,"Gentry, A.",47806,Colombia,3.55,3.91,77.02,-77.03,100,,1.5,,,,,,,,3,,,,,,20,0,,,,,7.5,1,,11.7,21.7,14.6,,,,2,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,1,2,2,1,2
69,Geonoma,chococola,chococola,,K,"Gentry, A.",53400,Colombia,4.02,4.03,76.15,-76.25,,,,,,,,,,12.5,,,,,,,,0,,,,,,1,,12.8,,,,,,,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,2,4,2,,,2,,,,,,,,,
68,Geonoma,chococola,chococola,,K,"Gentry, A.",53744,Colombia,3.59,3.98,77.02,-77.03,50,,2,,,,,,105.5,6.5,3,80,43.5,16,24.5,27.5,22,0,,,,,7.4,1,,13.6,,,,,,2,1,,,1,,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,2,4,2,2,2,2,2,2,2,2,1,2,2,,
108,Geonoma,chococola,chococola,,MO,"Gentry, A.",56657,Colombia,3.59,3.98,77.05,-77.08,,1.5,,,,,,,,,1,,,,,,25,0,,,,,6,1,,10.6,18.4,14.1,,,,1,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,1,2,2,,
110,Geonoma,chococola,chococola,,MO,"Juncosa, A.",1547,Colombia,5.25,5.41,76.28,-76.46,155,,2,,,,,,,10.9,,,21,27,37,22.5,27,0,,,,,7.5,1,37.5,8.9,,,,,,,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,2,4,2,2,2,2,,,,,,,,,
106,Geonoma,chococola,chococola,,MO,"Monsalve, M.",314,Colombia,3.55,3.91,77,-77,100,,,,,,,,,9.2,,,,,,,,0,,,,,4.9,1,22,12.7,,,,,,,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,2,2,,,,,,,,
103,Geonoma,chococola,chococola,,MO,"Monsalve, M.",337,Colombia,3.55,3.91,77,-77,100,1.5,,,,,,,,,,,,,,,,0,,,,,5.3,1,,8.6,14.8,16.1,,,,,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,2,2,,2,2,2,2,1,2,2,,
111,Geonoma,chococola,chococola,,MO,"Monsalve, M.",473,Colombia,3.55,3.91,77,-77,100,2,,,,,,,,10.5,,,,30,39.5,,22,0,,,,,7.1,1,,12.5,,,,,,,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,2,4,2,,,2,,,,,,,,,
104,Geonoma,chococola,chococola,,MO,"Monsalve, M.",1066,Colombia,3.55,3.91,77,-77,100,3,,,,,,,,,,,,,,,,0,,,,,8.4,1,,15.2,,,,,,,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,2,4,2,,,2,,,,,,,,,
177,Geonoma,chococola,chococola,,COL,"Reina, A.",729,Colombia,3.02,3.05,77.32,-77.55,35,3,,,,,,,,,,,,,,,,0,,,,,4.3,1,20,9.4,19,16,,,,2,1,1,2,1,2,1,,,,,,2,1,2,2,2,1,1,2,1,1,2,2,1,,,,,2,,,2,2,2,1,2,2,,
29,Geonoma,concinna,concinna,,NY,"Bernal, R.",1385,Colombia,6.05,6.08,75.05,-75.08,1750,1.5,,,,8,14,9,20.3,3.1,2,24,8.4,44,14,8,41,2,9,7.2,0.5,11,3.5,20,8,1.5,7.1,6.1,2,,,2,1,1,2,1,2,2,,,,,1,2,2,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,1,2,2,2,1,2,2,2,1,1
115,Geonoma,concinna,concinna,,NY,"Galeano, G.",1965,Colombia,6.54,6.9,75.04,-75.06,1200,,3.5,1.17,2.5,8,,,38.5,3.8,4,37,8,35,18.5,12,32,2,12.5,,0.6,13.2,4.2,13,,2.7,8.3,7.3,2,2,1,2,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,1,2,2,2,1,2,2,2,,
97,Geonoma,concinna,simplex,,MO,"Gentry, A.",40738,Colombia,3.4,3.66,76.5,-76.83,800,1.5,,0.87,3.5,,,,22.7,3.5,1,,,55,18.2,,42,2,,,0.3,8.2,3.8,21,14.8,1.5,,,,2,1,1,1,1,2,1,2,2,,,,,,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,,,1,,,,,,,,,
40,Geonoma,concinna,simplex,,NY,"Gentry, A.",48188,Colombia,3.38,3.63,76.45,-76.75,755,2.5,,0.89,4.5,,,,28,3.1,1,,,43,20.8,,35,2,,,0.2,12,3,20,12.7,1.2,,,2,2,1,1,1,1,2,1,2,2,,,,,,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,,,,,,,,
91,Geonoma,concinnoidea,coclensis,,MO,"Croat, T.",68743,Panama,8.39,8.65,80.36,-80.6,755,2.5,,0.58,3.8,,8.1,,21.5,2.7,1,,,35,15,,35,,,,,,,,,1.2,,,2,2,1,1,1,1,2,1,2,2,,,,,,2,2,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,1,2,,,,,,,,
93,Geonoma,concinnoidea,coclensis,,MO,"Croat, T.",76772,Panama,8.38,8.63,80.35,-80.58,770,1,,0.56,2.1,,,,14.5,2,1,,,26,10.3,,37,,5.5,4.5,,,,,,,,,,2,1,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,
19,Geonoma,concinnoidea,coclensis,,NY,"de Nevers, G.",6372,Panama,8.38,8.63,80.39,-80.65,700,,3.5,0.72,3.2,,10,11.5,27,2.3,1,,,23,16.2,,28,2,,,0.3,6,2.6,23,13,0.8,,,2,2,1,1,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,,,1,,,,,,,,,
17,Geonoma,concinnoidea,coclensis,,NY,"de Nevers, G.",6728,Panama,8.42,8.7,80.28,-80.46,500,1.5,,0.55,1.2,,,4.5,15,1.7,1,,,23,9,,27,2,3,,0.2,2,2.5,21,6.2,0.9,,,2,2,1,1,1,1,2,1,2,2,,,,,,2,2,2,2,2,1,1,2,1,1,2,,,,,,,,,,,,,,,,,
24,Geonoma,concinnoidea,coclensis,,NY,"de Nevers, G.",8903,Panama,8.38,8.63,80.39,-80.65,700,,3,0.64,3.3,,8.5,8,22.7,1.8,1,,,32,13.7,,28,2,,,0.2,4.5,2.8,18,14,0.8,,,2,2,1,1,1,1,2,1,2,2,2,2,1,2,,2,2,2,2,2,1,1,2,1,1,2,2,2,,,,2,2,1,2,,,,,,,,
