"measurementID","measurementDeterminedBy","basisOfRecord","references"
928,"S. Ismail","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
929,"F. Danao","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
930,"Diwol","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
931,"J. Pipoly","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
932,"D. Topping","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
933,"M. Chai","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
934,"A. Buntar","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
935,"Aban","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
936,"H. Ridlely","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
937,"Kodoh","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
938,"Md. Tahir","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
939,"Joffre","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
940,"R. de Kok","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
941,"H. Burkill","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
942,"A. Poulsen","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
943,"F. Rappard","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
944,"S. Womersley","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
945,"J. Havel","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
946,"R. King","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
947,"Kamarudin Saleh","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
948,"A. Gentry","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
949,"P. Bray","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
950,"Yap, S.K.","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
951,"A. Ummul Nazrah","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
952,"Aziz Ali","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
953,"R. Pullen","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
954,"J. Riedel","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
955,"Sarasin","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
956,"Ting K. C.","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
957,"Zeng Pei","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
958,"Shi Guoliang","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
959,"F. Metcalf","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
960,"Zhanijang Plant","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
961,"Chen Nianju","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
962,"Ye Huagu","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
963,"D. Darnaedi","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
964,"L. Forman","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
965,"A. Mokhtar","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
966,"C. Philip","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
967,"J. Sugau","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
968,"I. Alandana","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
969,"Mustapa","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
970,"Mahayu","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
971,"H. Loh","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
972,"Idris Osman","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
973,"Baya","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
974,"M. Nuraliev","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
975,"C. Gaudichaud","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
976,"Reynoso","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
977,"C. Maneja","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
978,"Gutierrez","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
979,"G. Banlugan","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
980,"J. Guyguyon","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
981,"Brain anak T","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
982,"SMHI","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
983,"C. Clarke","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
984,"N. Parry","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
985,"N. Wallich","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
986,"J. Elbert","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
987,"T. Djarwaningsih","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
988,"L. Noblick","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
989,"I. Ros","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
990,"H. Moseley","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
991,"T. Bidin","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
992,"Talid Bidin","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
993,"unknown","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
994,"S. Lee","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
995,"Oralto","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
996,"I. Burkhill","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
997,"Paitoon Po-ngae","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
998,"Khamphone","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
999,"Oulathong","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1000,"P. Chantranothai","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1001,"A.. Hepburn","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1002,"C. Charoenphol","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1003,"Jinglie Zuo","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1004,"Guo Lixiu","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1005,"H. Fung","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1006,"H. Hance","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1007,"Lau, S. K.","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1008,"A. Gibot","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1009,"Mohizah","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1010,"P. Castro","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1011,"F. Foxworthy","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1012,"A. Chevalier","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1013,"W. Tsang","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1014,"F. Merklinger","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1015,"R. Heinig","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1016,"P. Leong","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1017,"Sangaji","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1018,"Zhi Huang","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1019,"Fuwu Xing","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1020,"Fung, H.","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1021,"M. Treub","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1022,"S. S. Sin","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1023,"B. de Castro","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1024,"Babu","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1025,"R. Hohenacker","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1026,"S. Basu","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1027,"Jayasinghe","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1028,"Ediriweera","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1029,"B. Sinhakumara","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1030,"W. Ferguson","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1031,"J. Dransfied","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1032,"J. LaFrankie","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1033,"Praetorius","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1034,"Nurainas","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1035,"Nur","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1036,"A. Martelino","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1037,"A. Herre","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1038,"Liborio Ela","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1039,"P. Rojo","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1040,"McGregor","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1041,"Barbon","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1042,"M. Magalon","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1043,"B. Acedillo","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1044,"E. Paraiso","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1045,"F. Bawan","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1046,"C. Reyes","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1047,"R. Garcia","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1048,"B. de Leon","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1049,"D. Mendoza","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1050,"H. Conklin","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
1051,"Aban G.","PreservedSpecimen","Henderson, A. (2020b). A revision of Calamus (Arecaceae, Calamoideae, Calameae, Calaminae). Phytotaxa, 445(1), 1-656."
